ticket_id,ticket_text,customer_tenure_months,previous_tickets_count
TKT01121,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,24,2
TKT01122,I have suggestions to improve the usability of the product.,45,3
TKT01123,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,51,2
TKT01124,I need assistance updating my account details and password.,13,2
TKT01125,The application crashes frequently and shows unexpected errors.,28,3
TKT01126,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,43,2
TKT01127,I have suggestions to improve the usability of the product.,43,0
TKT01128,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,13,1
TKT01129,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,34,4
TKT01130,The application crashes frequently and shows unexpected errors.,10,2
TKT01131,I have suggestions to improve the usability of the product.,8,0
TKT01132,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,1,2
TKT01133,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,28,2
TKT01134,I need assistance updating my account details and password.,29,0
TKT01135,The application crashes frequently and shows unexpected errors.,12,2
TKT01136,I was charged incorrectly and need clarification on my invoice.,26,0
TKT01137,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,11,1
TKT01138,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,47,4
TKT01139,I have suggestions to improve the usability of the product.,49,4
TKT01140,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,27,2
TKT01141,I have suggestions to improve the usability of the product.,14,1
TKT01142,I would like more information about pricing and subscription plans.,43,0
TKT01143,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,10,1
TKT01144,I need assistance updating my account details and password.,46,5
TKT01145,I was charged incorrectly and need clarification on my invoice.,29,3
TKT01146,I was charged incorrectly and need clarification on my invoice.,40,3
TKT01147,I have suggestions to improve the usability of the product.,39,1
TKT01148,The application crashes frequently and shows unexpected errors.,46,2
TKT01149,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,57,3
TKT01150,The application crashes frequently and shows unexpected errors.,31,1
TKT01151,The application crashes frequently and shows unexpected errors.,6,0
TKT01152,I was charged incorrectly and need clarification on my invoice.,59,1
TKT01153,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,27,1
TKT01154,The application crashes frequently and shows unexpected errors.,37,5
TKT01155,I would like more information about pricing and subscription plans.,47,1
TKT01156,I was charged incorrectly and need clarification on my invoice.,17,1
TKT01157,I have suggestions to improve the usability of the product.,49,2
TKT01158,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,17,1
TKT01159,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,59,2
TKT01160,The application crashes frequently and shows unexpected errors.,6,1
TKT01161,The application crashes frequently and shows unexpected errors.,59,3
TKT01162,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,35,2
TKT01163,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,47,1
TKT01164,I need assistance updating my account details and password.,59,2
TKT01165,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,41,3
TKT01166,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,25,3
TKT01167,I need assistance updating my account details and password.,53,2
TKT01168,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,39,4
TKT01169,I would like more information about pricing and subscription plans.,49,2
TKT01170,I was charged incorrectly and need clarification on my invoice.,3,4
TKT01171,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,31,2
TKT01172,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,7,4
TKT01173,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,56,2
TKT01174,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,43,4
TKT01175,I was charged incorrectly and need clarification on my invoice.,7,5
TKT01176,I have suggestions to improve the usability of the product.,40,1
TKT01177,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,12,1
TKT01178,I have suggestions to improve the usability of the product.,10,2
TKT01179,I need assistance updating my account details and password.,18,2
TKT01180,The application crashes frequently and shows unexpected errors.,43,1
